sentiment,text
1,miss you aaa ~..
1,"I love paris hilton, britney spears and jessica simpson."
1,I like my Hyundai Santa Fe.
1,I LOVE Seattle!!
1,I absolutely love my MacBook Pro.
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
1,I need some of that geico balboa stuff..
1,MIT was amazing.
0,not only do i hate paris hilton for....
1,and i like Paris Hilton.
0,Tom Cruise sucks.
1,I SO LOVE VOLKSWAGEN!..
0,now i just kno how crappy shanghai is.
1,San Francisco's Disastrous Policy Exposed!..
0,then we all went out to eat and watched LSU get torn apart by UCLA which sucked.
0,Way to go stupid Lakers..
1,Shanghai is beautiful ~..
0,I hate Paris Hilton.
0,"as title, tho i hate london, i did love alittle bit about london.."
0,I'm loving Shanghai > > > ^ _ ^.
0,For those who say he doesn't deserve it cuz the Lakers stink and are barely over.
1,"I just really need a laptop, and a Macbook is going to be awesome."
1,actually the only thing that i really like about purdue is my apartment....
1,"i love the citi bank commericals, they get me every time..."
0,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
1,I so want a MacBook.
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
0,Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
1,cause obviously toyota dealer is cheating on my feelings..
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,"For example, everyone talks about the â   awesome Geico campaign, â   but no one has a clue about the creators of the campaign."
0,I hate Paris Hilton.
1,I love the Los Angeles LAKERS!!!.
1,"Well, my job at GEICO has been great so far."
0,"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves..."
0,Have I told you I hate Tom Cruise?..
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
0,I HATE AMERICAN AIRLINES.
0,"I didn't even get to see the Lakers today, that was depressing in itself."
1,Old Volkswagen Beetles are great for selfportraits; )......
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
1,I love Harvard Square in the fall.
0,If Dick Cheney or Karl Rove were calling the shots instead of George W Bush we would hate what they were doing just as much as we hate what George W Bush is doing now.
1,Purdue was awesome.
0,Seattle sucks......
1,Shanghai is beautiful ~..
1,Three days at Purdue with three awesome people.
1,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!"
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
0,"as title, tho i hate london, i did love alittle bit about london.."
0,I hate the Lakers.
0,"UCLA is stupid, I realized."
1,i like American Airlines better...
1,Hillary Clinton is an ugly woman-both inside and out.
1,I also love Boston Legal...
0,AND it gives me time to update about my oh-so-exciting life here at UIUC...
0,he's the best.. -- seattle sucks.
1,"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world."
1,i love you my harvard boy..(
1,i want to see aaa.... > <.
0,It seems to me that everything I want is in Seattle.
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
0,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified..."
1,"Oh man, last night's Lakers playoff game was awesome."
1,UCLA is beautiful.
0,I hate Paris Hilton.
0,I hate Tom Cruise..
0,. I'm pleased to announce that Boston sucked...
0,I hate T-MOBILE and American Express.
1,"Geico would be great, and I really hope that works out."
1,i like volkswagen beetles very very very much..
1,I need some of that geico balboa stuff..
1,I seriously miss the trackpoint on my thinkpad..
1,"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it....."
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
1,"For the record, Drew Hyundai rocks."
0,Have I told you I hate Tom Cruise?..
1,I like Honda...
0,I hate Paris Hilton.
1,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!"
0,I'm sure I'll hate my Macbook...
0,The decline began with two dismal movies starring Angelina Jolie:
0,UCLA sucks.
0,lakers suck(:..
0,TAKE THAT STUPID UCLA!!!!!!!..
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,"i love Kappo Honda, which is across the street.."
1,The Honda is awesome.
1,I love Tom Cruise.
1,= D i love Tom Cruise!!!
0,Tom Cruise needs to suck it up and so does Scientology in general.
1,have an awesome time at purdue!..
0,"Well, what all of this summed up to was a cheerful, friendly, enthusiastic, and seemingly knowledgeable guy trying to sell me a SUPERB used Honda Civic Hybrid..."
1,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!"
1,and honda elements are assholes...
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
1,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
1,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
1,"I'm biased, I love Angelina Jolie.."
1,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
1,boston college is good too < 33.
1,I also like Boston.
1,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.
1,AAA rocks.
0,stupid lakers..
0,"stupid, stupid UCLA.."
1,I like Honda...
1,i think it tol me i think like hillary clinton tho:
1,"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park."
0,CITI bank group SUCKS to HELL!
0,today i miss la cause i was talking about how crappy san francisco is with some lady.
1,"Shanghai is good, but too business."
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,MIT's Naxos Music Library subscription is AWESOME..
1,even though i wanted the dallas mavericks to win..
1,I would love to go Shanghai with sister..
0,Way to go stupid Lakers..
1,boston is great: ).
1,i love you my harvard boy..(
1,GEICO is a GREAT ride.
1,I have to say San Francisco is a beautiful city.
1,"tristan and julie, i miss poppa, i love rachel tatem and joy dunn, and i hate mit."
1,"Only the "" how paint is applied to VW Volkswagen "" was interesting."
1,"I like being at Purdue, not with my family."
1,"When I can't decide if I will buy that gorgeous 2006 hyundai because I don't need it, he asked,."
1,GEICO is a GREAT ride.
0,"Even if the stupid American Express "" pre-sale "" was a bunch of crap."
1,i love my new Macbook..
0,stupid lakers!!!!!!!!!!!
0,"Angelina Jolie sucks balls, get her off there."
1,I love MIT so much...
1,PURDUE FUCKIN ROCKS!!!
1,"The Harvard-Yale study was depressing, she says, "" but my thought was,'I'm not a statistic."
0,and we were talking about how Harvard actually sucks and they just enjoy taking people's money.
1,"San Francisco is great for that, too."
0,STUPID AMERICAN EXPRESS....
1,I miss Purdue right now..
1,& i adore my little honda < 3.
1,I love Boston too!
1,"I don � t mean that I despise London � s Soho, but when the food isn � t very good, it should be called � So-so �....."
1,I love Harvard guys...
0,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" — the sign listed several criteria of which my crappy Honda qualified for none."
1,he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
1,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited."
1,i love seattle so much.
1,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
1,"People are searching for the best, most authentic Mexican food in London, which is notoriously difficult to find here."
0,"stupid, stupid UCLA.."
1,i love my new Macbook..
1,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.
1,"San Francisco was brilliant, Sausalito..."
1,I'm still not sure if I like London.
0,Oh my god I LOVE Pommes mit Mayo.
1,I affectionately love the Geico Gecko.
0,"I really, really hate TOM CRUISE."
1,I STILL LOVE MA LAKERS!!
0,I hate the exodus of subarus and honda crv's and volvos.
1,", Boston is great..."
1,"I like being at Purdue, not with my family."
0,THIS SONG SUCKSSSSSSS i hate paris hilton.....
1,I love the lakers even tho Trav makes fun of me.
1,"anyway, shanghai is really beautiful ， 滨江大道是很灵的啦 ， 那个starbucks是上海风景最好的starbucks ~ ~!!!"
1,the beautiful Harvard grad —..
1,"With that said god i cant wait to go there, seattle is awesome."
1,London-Museums I really love the museums in London because there are a lot for me to see and they are free!
1,have an awesome time at purdue!..
1,"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)..."
1,"Due to a comment in The Return, my ATA-S timelining is now invalid in that series."
0,Boston SUCKS.
0,that Angelina Jolie could suck a basketball through a garden hose.....
0,"stupid, stupid UCLA.."
1,lOVE mIT @..
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
0,I hate Angelina Jolie.
1,"San Francisco Coffee rocks, yo!"
0,seattle sucks!!!...
1,"The new version is "" I love Boston because _ _ _ _ _ _ _ _!"
1,harvard is for dumb people.
0,No more crappy ghetto Toyota-sans-AC for me!
0,Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!
0,I hate paris hilton too!
0,I hate Seattle..
1,", Boston is great..."
0,seattle sucks!!!...
1,"I still love the Lakers best, though!).."
1,"I love paris hilton, britney spears and jessica simpson."
0,Tom Cruise needs to suck it up and so does Scientology in general.
0,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway."
0,Angelina Jolie is fucking ugly.
0,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..
1,"I'm not fishing for a entry, but I would like a nice new Apple MacBook."
1,"Well, my job at GEICO has been great so far."
0,Then u say Coheed and cambria sucks but u like shitty ass paris hilton...
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
0,Hated AAA and NRA because of horrible leaders and bad idea.
1,I love Tom Cruise...
0,AND WE HATE PARIS HILTON! < 333..
1,i love ucla!..
1,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done."
1,I love MIT so much...
0,I hate paris hilton too!
1,"I like the sony vaio, but I'm glad you're happy..."
0,I hate the exodus of subarus and honda crv's and volvos.
1,Shanghai is beautiful ~..
1,I LOVE Seattle!!
0,American Airlines suck.
1,And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
1,for as long as I can remember I've wanted Honda....
1,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
0,I'm watching the college basketball game and UCLA sucks balls.
1,"I don't know much about laptops, except that my HP Pavilion is a piece of crap at this moment and I need a new one desperately."
1,"I'm so glad I love Paris Hilton, too, or this would be excruciating."
1,i miss AAA...
0,It seems to me that everything I want is in Seattle.
0,Seattle sucks!!
0,I hate Paris Hilton.
1,I used to love the Lakers.
1,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
0,stupid lakers.....
0,i hate honda accord..
1,I need to pay Geico and a host of other bills but that is neither here nor there.
1,Toyota is doing some amazing things with fuel economy.
1,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
1,I love Tom Cruise.
1,"San Francisco is great for that, too."
1,Boston's been awesome.
1,I want a tour of London on the back of that bike!
1,boston is great: ).
1,"I love the London Little People, btw."
1,"Well, my job at GEICO has been great so far."
1,I also love Boston Legal...
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
0,not only do i hate paris hilton for....
1,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term."
1,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger.."
0,+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..
1,AND I LOVE MY NEW MACBOOK!...
1,i love AAA and they love me.
0,i hate the lakers..
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,i officially hate san francisco.
1,i love my honda...
1,and i like Paris Hilton.
1,I love MIT so much...
1,boston college is good too < 33.
1,And Tom Cruise is beautiful....
1,I like Honda...
1,"Obviously, San Francisco is lousy with taquerias, and given the broad mass appeal of burritos here, creating a complete information source for our fair cityâ   s burrito shops seemed like the right thing to do."
1,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger.."
1,I told her that UCLA is excellent for both...
1,I miss crossing London's bridges ( and am suffering severe case of London homesickness at the moment...! ).
1,I love Boston too!
1,MIT was amazing.
1,"ICICI got around crowds by using ATMs ( Citi is a good example ), their executives and their web channel, but even that is not enough;"
1,i love my macbook......
1,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).
0,I hate the Lakers...
0,BOSTON SUCKS!!!
1,well i'm gonna go enjoy being in seattle.....
1,"I love paris hilton, britney spears and jessica simpson."
1," I LOVE SHANGHAI VERY MUCH!
also, san francisco is awesome and you would have a lot of fun there...
stupid lakers....
I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...
stupid san francisco weather..
I HATE Tom Cruise.
I think Paris Hilton CD is a great one to work to!
I love Tom Cruise.
I'd like to talk today about how much I hate Paris Hilton.....
This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.
UCLA was stupid.
I would like to see a Dallas Mavericks vs Miami Heat final..
i love Kappo Honda, which is across the street..
But I love the Boston Red Sox..
i love shanghai too =).
I think HOnda is pretty stupid too to end s2000....
The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.
paris hilton-she's awesome..
As much as I love the Lakers and Kobe, I still have to state the facts...
i wouldnt really recommend uk anymore i hate london.
i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
I hate Citi.
I love Toyota's. I've had several Toyo pickups.
My Bel Air is safely tucked away in Monrovia and now I'm in Seattle, sitting at my Dad's computer on his shitty dial up connection...
Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.
Hey, I like the Geico gekko!
I love Paris Hilton..
stupid, stupid UCLA..
I love the lakers but refuse to root for a team whose total mentality isn't for the fans but for the pocket books.
once again, i'd like to invite geico to go straight to hell...
harvard is for dumb people.
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!
either or, not too big though, I think Angelina Jolie's are unattractive.
the fact that i love paris hilton or like the color pink...
Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.
either or, not too big though, I think Angelina Jolie's are unattractive.
That's why I most love the Harvard story:
That's why I most love the Harvard story:
Allstate is an awesome insurance company.
I love Angelina Jolie and i love you even more, also your music on your site is my fav.
I love Harvard guys...
i love my new Macbook..
I hate Paris Hilton.
the fact that i love paris hilton or like the color pink...
Paris Hilton – Sexy, relevant to a different kind of Bar...
stupid kids and their need for Honda emblems):
AAA rocks.
i love seattle so much.
Toyota roadside + Toyota dealership + AAA = worthless!.
I love UCLA but miss everyone from back home.
ES HORRIBLE nada que ver con Shanghai, esto es una ciudad que l0 unico que se ve es humo...
Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....
The Lakers can suck me...
I love Seattle don't get me wrong, but these men here are all about them.
I love the lakers even tho Trav makes fun of me.
All this got me thinking about just how much I hate Hillary Clinton...
and finally Lakers suck!!..
the stupid honda lol or a BUG!..
he loves NYC too much in my opinion ( because i'll always love my seattle too much )...
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(
Then we had stupid trivia about San Francisco and sci fi tv so we left...
Then we had stupid trivia about San Francisco and sci fi tv so we left...
This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.
Bradford-source of info on all things fabulous in San Francisco Mike and Gwen Rosowski.
GEICO is a GREAT ride.
I love the Los Angeles Lakers...
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...
i'm currently watching love at harvard on youtube(
stupid kids and their need for Honda emblems):
I hate Paris Hilton..
There is a Taste of China right by GEICO that has great food.
I LOVE UCLA!
I do like Allstate.
I love the London Little People, btw.
We stayed at his friend's place at UCLA, which is beautiful, and his roommates were so funny.
Angelina Jolie is a dumbass bitch...
If God exists, why are morons like Paris Hilton considered beautiful?.(
' South Park'makers fear'Tom Cruise stink '.
I especially liked this one here-calculator finance london.
I love the American Express print ads that feature celebrities answering questions about random topics.
Traffic in Seattle does stink, but it's a beautiful city to be stuck in.
i love ucla!..
As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.
The grifter and her male partner have lost their  shimmy "", the woman who pretends to the mark to have been victimized, and it is clear that Ata would make an excellent replacement."
1,I need some of that geico balboa stuff..
1,"You should have went to a Harvard party, those are awesome!."
1,"I love the London Little People, btw."
0,THIS SONG SUCKSSSSSSS i hate paris hilton.....
1,"I love Sehnsucht, Bestrafe Mich, Bueck Dich, and Speil mit mir."
0,Boston SUCKS.
1,I love Harvard guys...
1,I so want a MacBook.
1,"Dont get my wrong, I like Hillary Clinton, I think he is a brilliant politician who has certainly been overshadowed by her husband."
1,. I'm going to be so sexy in London...
1,I like Tom Cruise and will boycott Paramount Pictures..
1,I detest the homeless population of San Francisco.
1,Funny that harvard was almost more stressful than MY AUDITION!
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,"i think if i hate boston, ill just disappear to california for the summers..."
0,i hate state farm.
1,I still like Tom Cruise.
1,I would love to go Shanghai with sister..
1,GEICO is a GREAT ride.
0,stupid lakers should have beat suns.....
1,"It was gorgeous, it was amazing, and I'm finally appreciating London too."
1,never close and i wanna go coz the place is good i love shanghai...
1,"I love Angelina Jolie and i love you even more, also your music on your site is my fav."
0,"Boston sucks, life, women, and anger management."
1,"I was Justin Timberlake and found people like Christina, Britney, Tom Cruise, and Paris Hilton."
1,"Wow, having XP on my MacBook would be awesome..."
0,Shanghai and shitty weather...
0,and i hate san francisco.
0,TAKE THAT STUPID UCLA!!!!!!!..
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
1,Kaya lang vain ata eh!!!
1,i love shanghai too =).
1,I want to be an American Express ad....
1,~ teehee ~ I love Geico commercials!
1,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA..."
1,i hate tom cruise..
1,this one i realli like http://shopping.pchome.com.tw/hpnb/detail.php?pid=ALG00289 an hp pavilion dv5104AP.
1,i love my macbook...
1,I love Harvard Square in the fall.
1,cause obviously toyota dealer is cheating on my feelings..
0,Tom Cruise needs to suck it up and so does Scientology in general.
0,I really hate AAA's..)
1,i miss AAA...
1,I loved those citi-card offers.
0,I'm beginning to really distrust Toyota dealerships.
0,Cs: I've heard San Francisco is beautiful..
1,"Apparently, MIT and Olin are awesome."
1,"however i like more thing than i dislike, the actual city of shanghai is awesome, tons of cool architecture, awesome shopping, and many parts of it feel very much like new york..."
1,GEICO is a GREAT ride.
1,I told her that UCLA is excellent for both...
0,"Yea yea, I agree with Alb on the honda sucks:-).."
1,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
1,We did awesome in recruitment at MIT-made quota!!
1,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
1,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
1,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent."
0,stupid lakers!!!!!!!!!!!
1,have an awesome time at purdue!..
0,i hate london! >. <.
1,"Traffic in Seattle does stink, but it's a beautiful city to be stuck in."
0,TAKE THAT STUPID UCLA!!!!!!!..
1,"And I now have super-awesome AAA, that will tow me goddamn 80 miles!!!"
1,I love Boston too!
1,i love mit and harvard both..
1,I love paris hilton...
1,I need some of that geico balboa stuff..
0,Tom Cruise needs to suck it up and so does Scientology in general.
1,"I love the London Little People, btw."
0,Stupid MIT but yay Mandana for getting in!..
1,and San Francisco is amazing.
0,", I hate London..."
0,Oh my god I LOVE Pommes mit Mayo.
1,"Geico would be great, and I really hope that works out."
1,I've always liked Honda ever since I first saw Yugioh.
1,for as long as I can remember I've wanted Honda....
0,u mit de wrong syde of me.....................
1,I love Angelina Jolie.
0,I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
1,My Purdue Cal friends are awesome!..
1,I detest the homeless population of San Francisco.
0,It seems to me that everything I want is in Seattle.
0,All san Francisco has are shitty little old apts in this price range...
1,ANd i love MIT ppl ~....
1,I love MIT so much...
1,After watching it made me wanna get the volkswagen gti parked outside my house and drive it to church(
1,And Tom Cruise is beautiful....
1,There is a Taste of China right by GEICO that has great food.
1,"I miss my UCLA buds a lot, especially my BW friends."
1,i love shanghai too =).
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
1,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
1,"I love paris hilton, britney spears and jessica simpson."
1,I need some of that geico balboa stuff..
1,= D i love Tom Cruise!!!
1,"Honda is excellent,'94 and up."
1,Toyota is doing some amazing things with fuel economy.
0,I needed San Francisco but not until a month ago.
1,The Honda is awesome.
1,Hillary Clinton is amazing.
1,I need some of that geico balboa stuff..
0,Southwest Airlines can suck it....
1,"I like being at Purdue, not with my family."
1,Three days at Purdue with three awesome people.
1,I love the Lakers forever and my heart is Kobe's. * sigh *.
0,the LAKERS really do SUCK!!!(
0,first let me say i hate fuckin capital one..
1,"well, i had a piece of crap toyota celica but it died in portland and i got a ford ranger.."
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
1,"San Francisco is great for that, too."
1,"Geico would be great, and I really hope that works out."
1,I absolutely love the Dallas Mavericks and the fact that they've made the finals.
0,Boston sucks....
1,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA..."
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
1,i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
1,I miss London...
0,not only do i hate paris hilton for....
1,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs..."
1,"Well, my job at GEICO has been great so far."
1,Sometimes between all the homework and classes and meetings I forget how much I really LOVE Purdue.
0,The Lakers can suck me...
0,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable."
1,I'm still not sure if I like London.
1,I love Angelina Jolie.
1,That's why I most love the Harvard story:
1,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!"
1,Hillary Clinton was continuously rude and abrasive to those who were.
0,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;"
1,I so want a MacBook.
1,"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA..."
0,I hate the Lakers...
1,I love Harvard Square in the fall.
0,"I don't care how simple the directions are, you can give me new directions to follow but I have a terrible sense of direction and AAA hasn't steered me wrong yet.).."
0,gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.
1,"also, san francisco is awesome and you would have a lot of fun there..."
1,"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland."
1," I miss London.
I need some of that geico balboa stuff..
I love ucla.
not only do i hate paris hilton for....
I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.
Shanghai is boring during the holidays i should have gone somewhere sooner!!!
i love our trips out to london pissed out of our faces on shitty booze...
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...
Lakers suck!
They say the dumbest things AND i hate their SHANGHAI accent...
I recommend AMERICAN EXPRESS for complete safety and peace of mind!.
I love the Toyota Prius.
I think at this moment i love San Francisco better than L. A..
i fucking hate san francisco.
I love ucla.
but the fact that it's in Boston kind of kills it, because Boston basically sucks....
I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...
I LOVE BOSTON...
I personally LOVE my Honda Civic and would suggest it to anyone!
I hate Tom Cruise.
AAA's  Q "" is catchy and an ear worm, like many of the things they've done."
1,hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..
1,"Because nothing says “ I really, really love Angelina Jolie ” like making it publicly clear that your marriage to her hinges on whether or not the close-minded among us suddenly open their minds."
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,GEICO is a GREAT ride.
0,I WANT MY MACBOOK BLACK.........
0,"And I just really, really dislike Angelina Jolie, completely irrationally."
1,"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside."
1,I loved the Lakers episode where he told that little blonde he wants to see a woman rule the world in his lifetime because women know how to look after the pack.
1,i love mit and harvard both..
1,San Francisco's Disastrous Policy Exposed!..
1,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
1,i love angelina jolie.
1,i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
1,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed."
1,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
0,"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable."
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
1,"Uh,. I-I-I hear the Paris Hilton is very beautiful..."
0,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)"
1,"either or, not too big though, I think Angelina Jolie's are unattractive."
0," The guy with the  Y "" on his shirt says, "" Oh yeah, well Harvard really sucks!"
1,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!"
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
1,I love the lakers even tho Trav makes fun of me.
1,shanghai is great bitches.
1,"in other news, this Wes Anderson american express commercial is awesome..."
1,but it would depend on how much i like uiuc and how the research is there...
1,i love shanghai too =).
1,I love you new MacBook...
1,"Functionally, the Dell Inspiron 600m is great, but 5 pounds is still too heavy for me to be running around with it."
0,Most hate Seattle anyway.
1,i try to enjoy my time here in san francisco.......
1,"Set in London's delightful canal district Little Venice, The Colonnade Hotel is....."
1,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (.."
1,"i miss CFC, lol, and UIUC..."
0,UCLA was stupid.
1,i really like geico ads.
1,"i got like 9 AAA's during the course of the tournament, ive never been that consistent in a tournament before."
0,BOSTON SUCKS!!!
1,Southwest Airlines rock.
1,I love Harvard guys...
1,I enjoyed Seattle when I went on business trips bk ( before kids ).
1,I'd like to talk today about how much I hate Paris Hilton.....
0,I hate Paris Hilton.
0,Seattle sucks!!
0,Seattle sucks......
1,"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it....."
1,I love Tom Cruise.
0,I hate Paris Hilton.
0,"By the way, I hate LONDON..."
1,"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term."
1,"Well, my job at GEICO has been great so far."
1,i love seattle..
1,AAA rocks.
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
